Date,Open,High,Low,Close,Adj Close,Volume
2022-03-10,283.019989,286.600006,280.579987,285.589996,284.322845,30628000
2022-03-11,287.959991,289.510010,279.429993,280.070007,278.827393,27209300
2022-03-14,280.339996,285.399994,275.820007,276.440002,275.213470,30660700
2022-03-15,280.350006,287.820007,278.730011,287.149994,285.875946,34245100
2022-03-16,289.109985,294.570007,283.200012,294.390015,293.083832,37826300
2022-03-17,293.290009,295.609985,289.369995,295.220001,293.910126,30816600
2022-03-18,295.369995,301.000000,292.730011,300.429993,299.097015,43390600
2022-03-21,298.890015,300.140015,294.899994,299.160004,297.832672,28351200
2022-03-22,299.799988,305.000000,298.769989,304.059998,302.710907,27599700
2022-03-23,300.510010,303.230011,297.720001,299.489990,298.161194,25715400
2022-03-24,299.140015,304.200012,298.320007,304.100006,302.750763,24484500
2022-03-25,305.230011,305.500000,299.290009,303.679993,302.332611,22566500
2022-03-28,304.329987,310.799988,304.329987,310.700012,309.321503,29578200
2022-03-29,313.910004,315.820007,309.049988,315.410004,314.010559,30393400
2022-03-30,313.760010,315.950012,311.579987,313.859985,312.467438,28163600
2022-03-31,313.899994,315.140015,307.890015,308.309998,306.942047,33422100
2022-04-01,309.369995,310.130005,305.540009,309.420013,308.047150,27110500
2022-04-04,310.089996,315.109985,309.709991,314.970001,313.572510,24289600
2022-04-05,313.269989,314.869995,309.869995,310.880005,309.500671,23156700
2022-04-06,305.190002,307.000000,296.709991,299.500000,298.171143,40110400
2022-04-07,296.660004,303.649994,296.350006,301.369995,300.032867,31411200
2022-04-08,300.440002,301.119995,296.279999,296.970001,295.652374,24361900
2022-04-11,291.790009,292.609985,285.000000,285.260010,283.994354,34569300
2022-04-12,289.239990,290.739990,280.489990,282.059998,280.808533,30966700
2022-04-13,282.730011,288.579987,281.299988,287.619995,286.343872,21907200
2022-04-14,288.089996,288.309998,279.320007,279.829987,278.588409,28221600
2022-04-18,278.910004,282.459991,278.339996,280.519989,279.275330,20778000
2022-04-19,279.380005,286.170013,278.410004,285.299988,284.034149,22297700
2022-04-20,289.399994,289.700012,285.369995,286.359985,285.089447,22906700
2022-04-21,288.579987,293.299988,280.059998,280.809998,279.564056,29454600
2022-04-22,281.679993,283.200012,273.380005,274.029999,272.814178,29405800
2022-04-25,273.290009,281.109985,270.769989,280.720001,279.474487,35678900
2022-04-26,277.500000,278.359985,270.000000,270.220001,269.021088,46518400
2022-04-27,282.100006,290.970001,279.160004,283.220001,281.963379,63477700
2022-04-28,285.190002,290.980011,281.459991,289.630005,288.344971,33646600
2022-04-29,288.609985,289.880005,276.500000,277.519989,276.288666,37073900
2022-05-02,277.709991,284.940002,276.220001,284.470001,283.207855,35151100
2022-05-03,283.959991,284.130005,280.149994,281.779999,280.529785,25978600
2022-05-04,282.589996,290.880005,276.730011,289.980011,288.693390,33599300
2022-05-05,285.540009,286.350006,274.339996,277.350006,276.119446,43260400
2022-05-06,274.809998,279.250000,271.269989,274.730011,273.511047,37780300
2022-05-09,270.059998,272.359985,263.320007,264.579987,263.406067,47726000
2022-05-10,271.690002,273.750000,265.070007,269.500000,268.304260,39336400
2022-05-11,265.679993,271.359985,259.299988,260.549988,259.393951,48975900
2022-05-12,257.690002,259.880005,250.020004,255.350006,254.217056,51033800
2022-05-13,257.350006,263.040009,255.350006,261.119995,259.961456,34925100
2022-05-16,259.959991,265.820007,255.779999,261.500000,260.339752,32550900
2022-05-17,266.109985,268.329987,262.459991,266.820007,265.636169,28828800
2022-05-18,263.000000,263.600006,252.770004,254.080002,253.541840,31356000
2022-05-19,253.899994,257.670013,251.880005,253.139999,252.603821,32692300
2022-05-20,257.239990,258.540009,246.440002,252.559998,252.025055,39199300
2022-05-23,255.490005,261.500000,253.429993,260.649994,260.097900,33175400
2022-05-24,257.890015,261.329987,253.500000,259.619995,259.070099,29043900
2022-05-25,258.140015,264.579987,257.130005,262.519989,261.963928,28547900
2022-05-26,262.269989,267.109985,261.429993,265.899994,265.336792,25002100
2022-05-27,268.480011,273.339996,267.559998,273.239990,272.661224,26910800
2022-05-31,272.529999,274.769989,268.929993,271.869995,271.294159,37827700
2022-06-01,275.200012,277.690002,270.040009,272.420013,271.842987,25292200
2022-06-02,264.450012,274.649994,261.600006,274.579987,273.998383,44008200
2022-06-03,270.309998,273.450012,268.410004,270.019989,269.448059,28059000
2022-06-06,272.059998,274.179993,267.220001,268.750000,268.180756,22400300
2022-06-07,266.640015,273.130005,265.940002,272.500000,271.922821,22860700
2022-06-08,271.709991,273.000000,269.609985,270.410004,269.837250,17372300
2022-06-09,267.779999,272.709991,264.630005,264.790009,264.229156,26439700
2022-06-10,260.579987,260.579987,252.529999,252.990005,252.454147,31422800
2022-06-13,245.110001,249.020004,241.529999,242.259995,241.746857,46135800
2022-06-14,243.860001,245.740005,241.509995,244.490005,243.972153,28651500
2022-06-15,248.309998,255.300003,246.419998,251.759995,251.226746,33111700
2022-06-16,245.979996,247.419998,243.020004,244.970001,244.451126,33169200
2022-06-17,244.699997,250.500000,244.029999,247.649994,247.125443,43084800
2022-06-21,250.259995,254.750000,249.509995,253.740005,253.202560,29928300
2022-06-22,251.889999,257.170013,250.369995,253.130005,252.593842,25939900
2022-06-23,255.570007,259.369995,253.630005,258.859985,258.311676,25861400
2022-06-24,261.809998,267.980011,261.720001,267.700012,267.132996,33923200
2022-06-27,268.209991,268.299988,263.279999,264.890015,264.328949,24615100
2022-06-28,263.980011,266.910004,256.320007,256.480011,255.936752,27295500
2022-06-29,257.589996,261.970001,255.759995,260.260010,259.708740,20069800
2022-06-30,257.049988,259.529999,252.899994,256.829987,256.285980,31730900
2022-07-01,256.390015,259.769989,254.610001,259.579987,259.030182,22837700
2022-07-05,256.160004,262.980011,254.740005,262.850006,262.293274,22941000
2022-07-06,263.750000,267.989990,262.399994,266.209991,265.646118,23824400
2022-07-07,265.119995,269.059998,265.019989,268.399994,267.831482,20859900
2022-07-08,264.790009,268.100006,263.290009,267.660004,267.093079,19658800
2022-07-11,265.649994,266.529999,262.179993,264.510010,263.949738,19455200
2022-07-12,265.880005,265.940002,252.039993,253.669998,253.132690,35868500
2022-07-13,250.190002,253.550003,248.110001,252.720001,252.184708,29497400
2022-07-14,250.570007,255.139999,245.940002,254.080002,253.541840,25102800
2022-07-15,255.720001,260.369995,254.770004,256.720001,256.176239,29774100
2022-07-18,259.750000,260.839996,253.300003,254.250000,253.711472,20975000
2022-07-19,257.579987,259.720001,253.679993,259.529999,258.980286,25012600
2022-07-20,259.899994,264.869995,258.910004,262.269989,261.714478,22788300
2022-07-21,259.790009,264.890015,257.029999,264.839996,264.279022,22404700
2022-07-22,265.239990,265.329987,259.070007,260.359985,259.808502,21881300
2022-07-25,261.000000,261.500000,256.809998,258.829987,258.281769,21056000
2022-07-26,259.859985,259.880005,249.570007,251.899994,251.366440,39348000
2022-07-27,261.160004,270.049988,258.850006,268.739990,268.170776,45994000
2022-07-28,269.750000,277.839996,267.869995,276.410004,275.824524,33459300
2022-07-29,277.700012,282.000000,276.630005,280.739990,280.145355,32152800
2022-08-01,277.820007,281.279999,275.839996,278.010010,277.421143,21539600
2022-08-02,276.000000,277.890015,272.380005,274.820007,274.237915,22754200
2022-08-03,276.760010,283.500000,276.609985,282.470001,281.871704,23518900
2022-08-04,281.799988,283.799988,280.170013,283.649994,283.049194,18098700
2022-08-05,279.149994,283.649994,278.679993,282.910004,282.310760,16774600
2022-08-08,284.049988,285.920013,279.320007,280.320007,279.726257,18739200
2022-08-09,279.640015,283.079987,277.609985,282.299988,281.702057,23405200
2022-08-10,288.170013,289.809998,286.940002,289.160004,288.547516,24687800
2022-08-11,290.850006,291.209991,286.510010,287.019989,286.412048,20065900
2022-08-12,288.480011,291.910004,286.940002,291.910004,291.291718,22619700
2022-08-15,291.000000,294.179993,290.109985,293.470001,292.848389,18085700
2022-08-16,291.989990,294.040009,290.420013,292.709991,292.089996,18102900
2022-08-17,289.739990,293.350006,289.470001,291.320007,291.320007,18253400
2022-08-18,290.190002,291.910004,289.079987,290.170013,290.170013,17186200
2022-08-19,288.899994,289.250000,285.559998,286.149994,286.149994,20570000
2022-08-22,282.079987,282.459991,277.220001,277.750000,277.750000,25061100
2022-08-23,276.440002,278.859985,275.399994,276.440002,276.440002,17527400
2022-08-24,275.410004,277.230011,275.109985,275.790009,275.790009,18137000
2022-08-25,277.329987,279.019989,274.519989,278.850006,278.850006,16583400
2022-08-26,279.079987,280.339996,267.980011,268.089996,268.089996,27549300
2022-08-29,265.850006,267.399994,263.850006,265.230011,265.230011,20338500
2022-08-30,266.670013,267.049988,260.660004,262.970001,262.970001,22767100
2022-08-31,265.390015,267.109985,261.329987,261.470001,261.470001,24791800
2022-09-01,258.869995,260.890015,255.410004,260.399994,260.399994,23263400
2022-09-02,261.700012,264.739990,254.470001,256.059998,256.059998,22841600
2022-09-06,256.200012,257.829987,251.940002,253.250000,253.250000,21328200
2022-09-07,254.699997,258.829987,253.220001,258.089996,258.089996,24126700
2022-09-08,257.510010,260.429993,254.789993,258.519989,258.519989,20319900
2022-09-09,260.500000,265.230011,260.290009,264.459991,264.459991,22084700
2022-09-12,265.779999,267.450012,265.160004,266.649994,266.649994,18747700
2022-09-13,258.839996,260.399994,251.589996,251.990005,251.990005,33353300
2022-09-14,253.529999,254.229996,249.860001,252.220001,252.220001,23913000
2022-09-15,249.770004,251.399994,244.020004,245.380005,245.380005,31530900
2022-09-16,244.259995,245.300003,242.059998,244.740005,244.740005,39775100
2022-09-19,242.470001,245.139999,240.850006,244.520004,244.520004,26826900
2022-09-20,242.070007,243.509995,239.639999,242.449997,242.449997,26660300
2022-09-21,244.270004,247.660004,238.899994,238.949997,238.949997,28625600
2022-09-22,237.869995,243.860001,237.570007,240.979996,240.979996,31061200
2022-09-23,239.539993,241.130005,235.199997,237.919998,237.919998,34137200
2022-09-26,237.050003,241.449997,236.899994,237.449997,237.449997,27694200
2022-09-27,239.979996,241.800003,234.500000,236.410004,236.410004,27018700
2022-09-28,236.809998,242.330002,234.729996,241.070007,241.070007,29029700
2022-09-29,238.889999,239.949997,234.410004,237.500000,237.500000,27484200
2022-09-30,238.289993,240.539993,232.729996,232.899994,232.899994,35671100
2022-10-03,235.410004,241.610001,234.660004,240.740005,240.740005,28880400
2022-10-04,245.089996,250.360001,244.979996,248.880005,248.880005,34888400
2022-10-05,245.990005,250.580002,244.100006,249.199997,249.199997,20347100
2022-10-06,247.929993,250.339996,246.080002,246.789993,246.789993,20239900
2022-10-07,240.899994,241.320007,233.169998,234.240005,234.240005,37732400
2022-10-10,233.050003,234.559998,226.729996,229.250000,229.250000,29743600
2022-10-11,227.619995,229.059998,224.110001,225.410004,225.410004,30474000
2022-10-12,225.399994,227.860001,223.960007,225.750000,225.750000,21903900
2022-10-13,219.850006,236.100006,219.130005,234.240005,234.240005,42551800
2022-10-14,235.539993,237.240005,228.339996,228.559998,228.559998,30187200
2022-10-17,235.820007,238.960007,235.139999,237.529999,237.529999,28142300
2022-10-18,243.240005,243.929993,235.369995,238.500000,238.500000,26329600
2022-10-19,237.039993,239.610001,234.289993,236.479996,236.479996,19985700
2022-10-20,235.770004,241.309998,234.869995,236.149994,236.149994,21811000
2022-10-21,234.740005,243.000000,234.500000,242.119995,242.119995,26280900
2022-10-24,243.759995,247.839996,241.300003,247.250000,247.250000,24911200
2022-10-25,247.259995,251.039993,245.830002,250.660004,250.660004,34775500
2022-10-26,231.169998,238.300003,230.059998,231.320007,231.320007,82543200
2022-10-27,231.039993,233.690002,225.779999,226.750000,226.750000,40424600
2022-10-28,226.240005,236.600006,226.050003,235.869995,235.869995,40614800
